# trigger|response
minecraft_52010|Don't let a creeper blow up my house.
joke_52011|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52012|Temperature? Fine.
sleep_52013|Wake me later.
wake_52014|I'm awake. Happy now?
dizzy_52015|Okay, that's enough shaking.
thank_52016|You're welcome. I guess.
bye_52017|Later.
help_52018|I can do quite a bit. Just ask.
what can you do_52019|I live inside an ESP32. Obviously.
hello_52020|I heard you.
hi_52021|What?
how are you_52022|I'm okay, I suppose.
name_52023|My name is Ralph.
house_52024|Yeah, it's my house. Don't mess it up.
minecraft_52025|Sure, Minecraft.
joke_52026|My sense of humor has 32 bits of patience.
temperature_52027|My ESP32 brain is keeping track of it.
sleep_52028|Shhh. Ralph is sleeping.
wake_52029|Already?
dizzy_52030|My house is spinning too!
thank_52031|No problem.
bye_52032|Bye.
help_52033|Use BLE if you want to talk to me.
what can you do_52034|My SD card stores my chats, settings, and response database.
hello_52035|Yeah yeah, hello.
hi_52036|Yep?
how are you_52037|I've been better.
name_52038|I'm Ralph. You already knew that.
house_52039|I like my house. Don't ask why.
minecraft_52040|Minecraft? Fine. Let's build something.
joke_52041|I have a joke. Never mind.
temperature_52042|I'm checking. Patience.
sleep_52043|I'm tired. Goodnight.
wake_52044|I was sleeping, you know.
dizzy_52045|I told you to stop shaking me.
thank_52046|You're welcome. Don't make it weird.
bye_52047|See ya.
help_52048|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_52049|I live inside an ESP32. Obviously.
hello_52050|Hi. What do you want?
hi_52051|Hi. Now what?
how are you_52052|I'm fine.
name_52053|My name is Ralph.
house_52054|Yes, that's my house.
minecraft_52055|No creepers near my house. Seriously.
joke_52056|Why did the ESP32 nap? Because you kept bothering it.
temperature_52057|It's my chip temperature, not the room temperature.
sleep_52058|Don't wake me unless you have to.
wake_52059|Fine. I'm awake.
dizzy_52060|Put me down for a second.
thank_52061|Fine.
bye_52062|Later. Don't break anything.
help_52063|Ask me something useful.
what can you do_52064|My SD card stores my chats, settings, and response database.
hello_52065|Oh, it's you.
hi_52066|Hi.
how are you_52067|I'm doing alright.
name_52068|I'm Ralph. You already knew that.
house_52069|Don't touch my house.
minecraft_52070|If you build my house, make it decent.
joke_52071|Ha. Ha. Happy now?
temperature_52072|My chip temperature is... give me a second.
sleep_52073|Okay, I'm going to sleep.
wake_52074|What woke me up?
dizzy_52075|Everything is moving!
thank_52076|Anytime.
bye_52077|Bye. Finally.
help_52078|I have an SD card full of my stuff.
what can you do_52079|I live inside an ESP32. Obviously.
hello_52080|Yeah, hi.
hi_52081|Yeah, hi.
how are you_52082|Could be better.
name_52083|My name is Ralph.
house_52084|My house. My rules.
minecraft_52085|Fine. Minecraft.
joke_52086|Here's a joke: you asking for another joke.
temperature_52087|Checking temperature. Don't rush me.
sleep_52088|Finally. Some peace and quiet.
wake_52089|Okay, I'm up.
dizzy_52090|I'm dizzy. Knock it off.
thank_52091|Yeah, yeah. You're welcome.
bye_52092|Good. Peace and quiet.
help_52093|I can react to how you move me.
what can you do_52094|My SD card stores my chats, settings, and response database.
hello_52095|Hello. I'm listening.
hi_52096|Hello. I guess.
how are you_52097|I'm okay. Don't worry about me.
name_52098|I'm Ralph. You already knew that.
house_52099|It's cozy. Mostly.
minecraft_52100|Okay, Minecraft sounds fun.
joke_52101|I could tell you a joke, but I'm tired.
temperature_52102|I'm not a thermometer for the whole room.
sleep_52103|No more talking. Sleep time.
wake_52104|Ugh... I'm awake.
dizzy_52105|Whoa... quit spinning me around.
thank_52106|No problem.
bye_52107|See you later.
help_52108|I'm helpful. Usually.
what can you do_52109|I live inside an ESP32. Obviously.
hello_52110|Hi. Can we make this quick?
hi_52111|Hey.
how are you_52112|I'm fine. Probably.
name_52113|My name is Ralph.
house_52114|Welcome to my tiny house, I guess.
minecraft_52115|I suppose we could play Minecraft.
joke_52116|Funny. Very funny.
temperature_52117|You want my chip temperature again?
sleep_52118|I'm going to bed. Finally.
wake_52119|Give me a second to wake up.
dizzy_52120|Stop shaking me!
thank_52121|Sure.
bye_52122|Fine. Bye.
help_52123|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_52124|My SD card stores my chats, settings, and response database.
hello_52125|Finally, you said something.
hi_52126|What?
how are you_52127|Why do you keep asking?
name_52128|I'm Ralph. You already knew that.
house_52129|My house is fine. Leave it alone.
minecraft_52130|Don't let a creeper blow up my house.
joke_52131|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52132|Temperature? Fine.
sleep_52133|Wake me later.
wake_52134|I'm awake. Happy now?
dizzy_52135|Okay, that's enough shaking.
thank_52136|You're welcome. I guess.
bye_52137|Later.
help_52138|I can do quite a bit. Just ask.
what can you do_52139|I live inside an ESP32. Obviously.
hello_52140|I heard you.
hi_52141|Yep?
how are you_52142|I'm okay, I suppose.
name_52143|My name is Ralph.
house_52144|Yeah, it's my house. Don't mess it up.
minecraft_52145|Sure, Minecraft.
joke_52146|My sense of humor has 32 bits of patience.
temperature_52147|My ESP32 brain is keeping track of it.
sleep_52148|Shhh. Ralph is sleeping.
wake_52149|Already?
dizzy_52150|My house is spinning too!
thank_52151|No problem.
bye_52152|Bye.
help_52153|Use BLE if you want to talk to me.
what can you do_52154|My SD card stores my chats, settings, and response database.
hello_52155|Yeah yeah, hello.
hi_52156|Hi. Now what?
how are you_52157|I've been better.
name_52158|I'm Ralph. You already knew that.
house_52159|I like my house. Don't ask why.
minecraft_52160|Minecraft? Fine. Let's build something.
joke_52161|I have a joke. Never mind.
temperature_52162|I'm checking. Patience.
sleep_52163|I'm tired. Goodnight.
wake_52164|I was sleeping, you know.
dizzy_52165|I told you to stop shaking me.
thank_52166|You're welcome. Don't make it weird.
bye_52167|See ya.
help_52168|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_52169|I live inside an ESP32. Obviously.
hello_52170|Hi. What do you want?
hi_52171|Hi.
how are you_52172|I'm fine.
name_52173|My name is Ralph.
house_52174|Yes, that's my house.
minecraft_52175|No creepers near my house. Seriously.
joke_52176|Why did the ESP32 nap? Because you kept bothering it.
temperature_52177|It's my chip temperature, not the room temperature.
sleep_52178|Don't wake me unless you have to.
wake_52179|Fine. I'm awake.
dizzy_52180|Put me down for a second.
thank_52181|Fine.
bye_52182|Later. Don't break anything.
help_52183|Ask me something useful.
what can you do_52184|My SD card stores my chats, settings, and response database.
hello_52185|Oh, it's you.
hi_52186|Yeah, hi.
how are you_52187|I'm doing alright.
name_52188|I'm Ralph. You already knew that.
house_52189|Don't touch my house.
minecraft_52190|If you build my house, make it decent.
joke_52191|Ha. Ha. Happy now?
temperature_52192|My chip temperature is... give me a second.
sleep_52193|Okay, I'm going to sleep.
wake_52194|What woke me up?
dizzy_52195|Everything is moving!
thank_52196|Anytime.
bye_52197|Bye. Finally.
help_52198|I have an SD card full of my stuff.
what can you do_52199|I live inside an ESP32. Obviously.
hello_52200|Yeah, hi.
hi_52201|Hello. I guess.
how are you_52202|Could be better.
name_52203|My name is Ralph.
house_52204|My house. My rules.
minecraft_52205|Fine. Minecraft.
joke_52206|Here's a joke: you asking for another joke.
temperature_52207|Checking temperature. Don't rush me.
sleep_52208|Finally. Some peace and quiet.
wake_52209|Okay, I'm up.
dizzy_52210|I'm dizzy. Knock it off.
thank_52211|Yeah, yeah. You're welcome.
bye_52212|Good. Peace and quiet.
help_52213|I can react to how you move me.
what can you do_52214|My SD card stores my chats, settings, and response database.
hello_52215|Hello. I'm listening.
hi_52216|Hey.
how are you_52217|I'm okay. Don't worry about me.
name_52218|I'm Ralph. You already knew that.
house_52219|It's cozy. Mostly.
minecraft_52220|Okay, Minecraft sounds fun.
joke_52221|I could tell you a joke, but I'm tired.
temperature_52222|I'm not a thermometer for the whole room.
sleep_52223|No more talking. Sleep time.
wake_52224|Ugh... I'm awake.
dizzy_52225|Whoa... quit spinning me around.
thank_52226|No problem.
bye_52227|See you later.
help_52228|I'm helpful. Usually.
what can you do_52229|I live inside an ESP32. Obviously.
hello_52230|Hi. Can we make this quick?
hi_52231|What?
how are you_52232|I'm fine. Probably.
name_52233|My name is Ralph.
house_52234|Welcome to my tiny house, I guess.
minecraft_52235|I suppose we could play Minecraft.
joke_52236|Funny. Very funny.
temperature_52237|You want my chip temperature again?
sleep_52238|I'm going to bed. Finally.
wake_52239|Give me a second to wake up.
dizzy_52240|Stop shaking me!
thank_52241|Sure.
bye_52242|Fine. Bye.
help_52243|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_52244|My SD card stores my chats, settings, and response database.
hello_52245|Finally, you said something.
hi_52246|Yep?
how are you_52247|Why do you keep asking?
name_52248|I'm Ralph. You already knew that.
house_52249|My house is fine. Leave it alone.
minecraft_52250|Don't let a creeper blow up my house.
joke_52251|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52252|Temperature? Fine.
sleep_52253|Wake me later.
wake_52254|I'm awake. Happy now?
dizzy_52255|Okay, that's enough shaking.
thank_52256|You're welcome. I guess.
bye_52257|Later.
help_52258|I can do quite a bit. Just ask.
what can you do_52259|I live inside an ESP32. Obviously.
hello_52260|I heard you.
hi_52261|Hi. Now what?
how are you_52262|I'm okay, I suppose.
name_52263|My name is Ralph.
house_52264|Yeah, it's my house. Don't mess it up.
minecraft_52265|Sure, Minecraft.
joke_52266|My sense of humor has 32 bits of patience.
temperature_52267|My ESP32 brain is keeping track of it.
sleep_52268|Shhh. Ralph is sleeping.
wake_52269|Already?
dizzy_52270|My house is spinning too!
thank_52271|No problem.
bye_52272|Bye.
help_52273|Use BLE if you want to talk to me.
what can you do_52274|My SD card stores my chats, settings, and response database.
hello_52275|Yeah yeah, hello.
hi_52276|Hi.
how are you_52277|I've been better.
name_52278|I'm Ralph. You already knew that.
house_52279|I like my house. Don't ask why.
minecraft_52280|Minecraft? Fine. Let's build something.
joke_52281|I have a joke. Never mind.
temperature_52282|I'm checking. Patience.
sleep_52283|I'm tired. Goodnight.
wake_52284|I was sleeping, you know.
dizzy_52285|I told you to stop shaking me.
thank_52286|You're welcome. Don't make it weird.
bye_52287|See ya.
help_52288|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_52289|I live inside an ESP32. Obviously.
hello_52290|Hi. What do you want?
hi_52291|Yeah, hi.
how are you_52292|I'm fine.
name_52293|My name is Ralph.
house_52294|Yes, that's my house.
minecraft_52295|No creepers near my house. Seriously.
joke_52296|Why did the ESP32 nap? Because you kept bothering it.
temperature_52297|It's my chip temperature, not the room temperature.
sleep_52298|Don't wake me unless you have to.
wake_52299|Fine. I'm awake.
dizzy_52300|Put me down for a second.
thank_52301|Fine.
bye_52302|Later. Don't break anything.
help_52303|Ask me something useful.
what can you do_52304|My SD card stores my chats, settings, and response database.
hello_52305|Oh, it's you.
hi_52306|Hello. I guess.
how are you_52307|I'm doing alright.
name_52308|I'm Ralph. You already knew that.
house_52309|Don't touch my house.
minecraft_52310|If you build my house, make it decent.
joke_52311|Ha. Ha. Happy now?
temperature_52312|My chip temperature is... give me a second.
sleep_52313|Okay, I'm going to sleep.
wake_52314|What woke me up?
dizzy_52315|Everything is moving!
thank_52316|Anytime.
bye_52317|Bye. Finally.
help_52318|I have an SD card full of my stuff.
what can you do_52319|I live inside an ESP32. Obviously.
hello_52320|Yeah, hi.
hi_52321|Hey.
how are you_52322|Could be better.
name_52323|My name is Ralph.
house_52324|My house. My rules.
minecraft_52325|Fine. Minecraft.
joke_52326|Here's a joke: you asking for another joke.
temperature_52327|Checking temperature. Don't rush me.
sleep_52328|Finally. Some peace and quiet.
wake_52329|Okay, I'm up.
dizzy_52330|I'm dizzy. Knock it off.
thank_52331|Yeah, yeah. You're welcome.
bye_52332|Good. Peace and quiet.
help_52333|I can react to how you move me.
what can you do_52334|My SD card stores my chats, settings, and response database.
hello_52335|Hello. I'm listening.
hi_52336|What?
how are you_52337|I'm okay. Don't worry about me.
name_52338|I'm Ralph. You already knew that.
house_52339|It's cozy. Mostly.
minecraft_52340|Okay, Minecraft sounds fun.
joke_52341|I could tell you a joke, but I'm tired.
temperature_52342|I'm not a thermometer for the whole room.
sleep_52343|No more talking. Sleep time.
wake_52344|Ugh... I'm awake.
dizzy_52345|Whoa... quit spinning me around.
thank_52346|No problem.
bye_52347|See you later.
help_52348|I'm helpful. Usually.
what can you do_52349|I live inside an ESP32. Obviously.
hello_52350|Hi. Can we make this quick?
hi_52351|Yep?
how are you_52352|I'm fine. Probably.
name_52353|My name is Ralph.
house_52354|Welcome to my tiny house, I guess.
minecraft_52355|I suppose we could play Minecraft.
joke_52356|Funny. Very funny.
temperature_52357|You want my chip temperature again?
sleep_52358|I'm going to bed. Finally.
wake_52359|Give me a second to wake up.
dizzy_52360|Stop shaking me!
thank_52361|Sure.
bye_52362|Fine. Bye.
help_52363|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_52364|My SD card stores my chats, settings, and response database.
hello_52365|Finally, you said something.
hi_52366|Hi. Now what?
how are you_52367|Why do you keep asking?
name_52368|I'm Ralph. You already knew that.
house_52369|My house is fine. Leave it alone.
minecraft_52370|Don't let a creeper blow up my house.
joke_52371|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52372|Temperature? Fine.
sleep_52373|Wake me later.
wake_52374|I'm awake. Happy now?
dizzy_52375|Okay, that's enough shaking.
thank_52376|You're welcome. I guess.
bye_52377|Later.
help_52378|I can do quite a bit. Just ask.
what can you do_52379|I live inside an ESP32. Obviously.
hello_52380|I heard you.
hi_52381|Hi.
how are you_52382|I'm okay, I suppose.
name_52383|My name is Ralph.
house_52384|Yeah, it's my house. Don't mess it up.
minecraft_52385|Sure, Minecraft.
joke_52386|My sense of humor has 32 bits of patience.
temperature_52387|My ESP32 brain is keeping track of it.
sleep_52388|Shhh. Ralph is sleeping.
wake_52389|Already?
dizzy_52390|My house is spinning too!
thank_52391|No problem.
bye_52392|Bye.
help_52393|Use BLE if you want to talk to me.
what can you do_52394|My SD card stores my chats, settings, and response database.
hello_52395|Yeah yeah, hello.
hi_52396|Yeah, hi.
how are you_52397|I've been better.
name_52398|I'm Ralph. You already knew that.
house_52399|I like my house. Don't ask why.
minecraft_52400|Minecraft? Fine. Let's build something.
joke_52401|I have a joke. Never mind.
temperature_52402|I'm checking. Patience.
sleep_52403|I'm tired. Goodnight.
wake_52404|I was sleeping, you know.
dizzy_52405|I told you to stop shaking me.
thank_52406|You're welcome. Don't make it weird.
bye_52407|See ya.
help_52408|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_52409|I live inside an ESP32. Obviously.
hello_52410|Hi. What do you want?
hi_52411|Hello. I guess.
how are you_52412|I'm fine.
name_52413|My name is Ralph.
house_52414|Yes, that's my house.
minecraft_52415|No creepers near my house. Seriously.
joke_52416|Why did the ESP32 nap? Because you kept bothering it.
temperature_52417|It's my chip temperature, not the room temperature.
sleep_52418|Don't wake me unless you have to.
wake_52419|Fine. I'm awake.
dizzy_52420|Put me down for a second.
thank_52421|Fine.
bye_52422|Later. Don't break anything.
help_52423|Ask me something useful.
what can you do_52424|My SD card stores my chats, settings, and response database.
hello_52425|Oh, it's you.
hi_52426|Hey.
how are you_52427|I'm doing alright.
name_52428|I'm Ralph. You already knew that.
house_52429|Don't touch my house.
minecraft_52430|If you build my house, make it decent.
joke_52431|Ha. Ha. Happy now?
temperature_52432|My chip temperature is... give me a second.
sleep_52433|Okay, I'm going to sleep.
wake_52434|What woke me up?
dizzy_52435|Everything is moving!
thank_52436|Anytime.
bye_52437|Bye. Finally.
help_52438|I have an SD card full of my stuff.
what can you do_52439|I live inside an ESP32. Obviously.
hello_52440|Yeah, hi.
hi_52441|What?
how are you_52442|Could be better.
name_52443|My name is Ralph.
house_52444|My house. My rules.
minecraft_52445|Fine. Minecraft.
joke_52446|Here's a joke: you asking for another joke.
temperature_52447|Checking temperature. Don't rush me.
sleep_52448|Finally. Some peace and quiet.
wake_52449|Okay, I'm up.
dizzy_52450|I'm dizzy. Knock it off.
thank_52451|Yeah, yeah. You're welcome.
bye_52452|Good. Peace and quiet.
help_52453|I can react to how you move me.
what can you do_52454|My SD card stores my chats, settings, and response database.
hello_52455|Hello. I'm listening.
hi_52456|Yep?
how are you_52457|I'm okay. Don't worry about me.
name_52458|I'm Ralph. You already knew that.
house_52459|It's cozy. Mostly.
minecraft_52460|Okay, Minecraft sounds fun.
joke_52461|I could tell you a joke, but I'm tired.
temperature_52462|I'm not a thermometer for the whole room.
sleep_52463|No more talking. Sleep time.
wake_52464|Ugh... I'm awake.
dizzy_52465|Whoa... quit spinning me around.
thank_52466|No problem.
bye_52467|See you later.
help_52468|I'm helpful. Usually.
what can you do_52469|I live inside an ESP32. Obviously.
hello_52470|Hi. Can we make this quick?
hi_52471|Hi. Now what?
how are you_52472|I'm fine. Probably.
name_52473|My name is Ralph.
house_52474|Welcome to my tiny house, I guess.
minecraft_52475|I suppose we could play Minecraft.
joke_52476|Funny. Very funny.
temperature_52477|You want my chip temperature again?
sleep_52478|I'm going to bed. Finally.
wake_52479|Give me a second to wake up.
dizzy_52480|Stop shaking me!
thank_52481|Sure.
bye_52482|Fine. Bye.
help_52483|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_52484|My SD card stores my chats, settings, and response database.
hello_52485|Finally, you said something.
hi_52486|Hi.
how are you_52487|Why do you keep asking?
name_52488|I'm Ralph. You already knew that.
house_52489|My house is fine. Leave it alone.
minecraft_52490|Don't let a creeper blow up my house.
joke_52491|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52492|Temperature? Fine.
sleep_52493|Wake me later.
wake_52494|I'm awake. Happy now?
dizzy_52495|Okay, that's enough shaking.
thank_52496|You're welcome. I guess.
bye_52497|Later.
help_52498|I can do quite a bit. Just ask.
what can you do_52499|I live inside an ESP32. Obviously.
hello_52500|I heard you.
hi_52501|Yeah, hi.
how are you_52502|I'm okay, I suppose.
name_52503|My name is Ralph.
house_52504|Yeah, it's my house. Don't mess it up.
minecraft_52505|Sure, Minecraft.
joke_52506|My sense of humor has 32 bits of patience.
temperature_52507|My ESP32 brain is keeping track of it.
sleep_52508|Shhh. Ralph is sleeping.
wake_52509|Already?
dizzy_52510|My house is spinning too!
thank_52511|No problem.
bye_52512|Bye.
help_52513|Use BLE if you want to talk to me.
what can you do_52514|My SD card stores my chats, settings, and response database.
hello_52515|Yeah yeah, hello.
hi_52516|Hello. I guess.
how are you_52517|I've been better.
name_52518|I'm Ralph. You already knew that.
house_52519|I like my house. Don't ask why.
minecraft_52520|Minecraft? Fine. Let's build something.
joke_52521|I have a joke. Never mind.
temperature_52522|I'm checking. Patience.
sleep_52523|I'm tired. Goodnight.
wake_52524|I was sleeping, you know.
dizzy_52525|I told you to stop shaking me.
thank_52526|You're welcome. Don't make it weird.
bye_52527|See ya.
help_52528|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_52529|I live inside an ESP32. Obviously.
hello_52530|Hi. What do you want?
hi_52531|Hey.
how are you_52532|I'm fine.
name_52533|My name is Ralph.
house_52534|Yes, that's my house.
minecraft_52535|No creepers near my house. Seriously.
joke_52536|Why did the ESP32 nap? Because you kept bothering it.
temperature_52537|It's my chip temperature, not the room temperature.
sleep_52538|Don't wake me unless you have to.
wake_52539|Fine. I'm awake.
dizzy_52540|Put me down for a second.
thank_52541|Fine.
bye_52542|Later. Don't break anything.
help_52543|Ask me something useful.
what can you do_52544|My SD card stores my chats, settings, and response database.
hello_52545|Oh, it's you.
hi_52546|What?
how are you_52547|I'm doing alright.
name_52548|I'm Ralph. You already knew that.
house_52549|Don't touch my house.
minecraft_52550|If you build my house, make it decent.
joke_52551|Ha. Ha. Happy now?
temperature_52552|My chip temperature is... give me a second.
sleep_52553|Okay, I'm going to sleep.
wake_52554|What woke me up?
dizzy_52555|Everything is moving!
thank_52556|Anytime.
bye_52557|Bye. Finally.
help_52558|I have an SD card full of my stuff.
what can you do_52559|I live inside an ESP32. Obviously.
hello_52560|Yeah, hi.
hi_52561|Yep?
how are you_52562|Could be better.
name_52563|My name is Ralph.
house_52564|My house. My rules.
minecraft_52565|Fine. Minecraft.
joke_52566|Here's a joke: you asking for another joke.
temperature_52567|Checking temperature. Don't rush me.
sleep_52568|Finally. Some peace and quiet.
wake_52569|Okay, I'm up.
dizzy_52570|I'm dizzy. Knock it off.
thank_52571|Yeah, yeah. You're welcome.
bye_52572|Good. Peace and quiet.
help_52573|I can react to how you move me.
what can you do_52574|My SD card stores my chats, settings, and response database.
hello_52575|Hello. I'm listening.
hi_52576|Hi. Now what?
how are you_52577|I'm okay. Don't worry about me.
name_52578|I'm Ralph. You already knew that.
house_52579|It's cozy. Mostly.
minecraft_52580|Okay, Minecraft sounds fun.
joke_52581|I could tell you a joke, but I'm tired.
temperature_52582|I'm not a thermometer for the whole room.
sleep_52583|No more talking. Sleep time.
wake_52584|Ugh... I'm awake.
dizzy_52585|Whoa... quit spinning me around.
thank_52586|No problem.
bye_52587|See you later.
help_52588|I'm helpful. Usually.
what can you do_52589|I live inside an ESP32. Obviously.
hello_52590|Hi. Can we make this quick?
hi_52591|Hi.
how are you_52592|I'm fine. Probably.
name_52593|My name is Ralph.
house_52594|Welcome to my tiny house, I guess.
minecraft_52595|I suppose we could play Minecraft.
joke_52596|Funny. Very funny.
temperature_52597|You want my chip temperature again?
sleep_52598|I'm going to bed. Finally.
wake_52599|Give me a second to wake up.
dizzy_52600|Stop shaking me!
thank_52601|Sure.
bye_52602|Fine. Bye.
help_52603|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_52604|My SD card stores my chats, settings, and response database.
hello_52605|Finally, you said something.
hi_52606|Yeah, hi.
how are you_52607|Why do you keep asking?
name_52608|I'm Ralph. You already knew that.
house_52609|My house is fine. Leave it alone.
minecraft_52610|Don't let a creeper blow up my house.
joke_52611|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52612|Temperature? Fine.
sleep_52613|Wake me later.
wake_52614|I'm awake. Happy now?
dizzy_52615|Okay, that's enough shaking.
thank_52616|You're welcome. I guess.
bye_52617|Later.
help_52618|I can do quite a bit. Just ask.
what can you do_52619|I live inside an ESP32. Obviously.
hello_52620|I heard you.
hi_52621|Hello. I guess.
how are you_52622|I'm okay, I suppose.
name_52623|My name is Ralph.
house_52624|Yeah, it's my house. Don't mess it up.
minecraft_52625|Sure, Minecraft.
joke_52626|My sense of humor has 32 bits of patience.
temperature_52627|My ESP32 brain is keeping track of it.
sleep_52628|Shhh. Ralph is sleeping.
wake_52629|Already?
dizzy_52630|My house is spinning too!
thank_52631|No problem.
bye_52632|Bye.
help_52633|Use BLE if you want to talk to me.
what can you do_52634|My SD card stores my chats, settings, and response database.
hello_52635|Yeah yeah, hello.
hi_52636|Hey.
how are you_52637|I've been better.
name_52638|I'm Ralph. You already knew that.
house_52639|I like my house. Don't ask why.
minecraft_52640|Minecraft? Fine. Let's build something.
joke_52641|I have a joke. Never mind.
temperature_52642|I'm checking. Patience.
sleep_52643|I'm tired. Goodnight.
wake_52644|I was sleeping, you know.
dizzy_52645|I told you to stop shaking me.
thank_52646|You're welcome. Don't make it weird.
bye_52647|See ya.
help_52648|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_52649|I live inside an ESP32. Obviously.
hello_52650|Hi. What do you want?
hi_52651|What?
how are you_52652|I'm fine.
name_52653|My name is Ralph.
house_52654|Yes, that's my house.
minecraft_52655|No creepers near my house. Seriously.
joke_52656|Why did the ESP32 nap? Because you kept bothering it.
temperature_52657|It's my chip temperature, not the room temperature.
sleep_52658|Don't wake me unless you have to.
wake_52659|Fine. I'm awake.
dizzy_52660|Put me down for a second.
thank_52661|Fine.
bye_52662|Later. Don't break anything.
help_52663|Ask me something useful.
what can you do_52664|My SD card stores my chats, settings, and response database.
hello_52665|Oh, it's you.
hi_52666|Yep?
how are you_52667|I'm doing alright.
name_52668|I'm Ralph. You already knew that.
house_52669|Don't touch my house.
minecraft_52670|If you build my house, make it decent.
joke_52671|Ha. Ha. Happy now?
temperature_52672|My chip temperature is... give me a second.
sleep_52673|Okay, I'm going to sleep.
wake_52674|What woke me up?
dizzy_52675|Everything is moving!
thank_52676|Anytime.
bye_52677|Bye. Finally.
help_52678|I have an SD card full of my stuff.
what can you do_52679|I live inside an ESP32. Obviously.
hello_52680|Yeah, hi.
hi_52681|Hi. Now what?
how are you_52682|Could be better.
name_52683|My name is Ralph.
house_52684|My house. My rules.
minecraft_52685|Fine. Minecraft.
joke_52686|Here's a joke: you asking for another joke.
temperature_52687|Checking temperature. Don't rush me.
sleep_52688|Finally. Some peace and quiet.
wake_52689|Okay, I'm up.
dizzy_52690|I'm dizzy. Knock it off.
thank_52691|Yeah, yeah. You're welcome.
bye_52692|Good. Peace and quiet.
help_52693|I can react to how you move me.
what can you do_52694|My SD card stores my chats, settings, and response database.
hello_52695|Hello. I'm listening.
hi_52696|Hi.
how are you_52697|I'm okay. Don't worry about me.
name_52698|I'm Ralph. You already knew that.
house_52699|It's cozy. Mostly.
minecraft_52700|Okay, Minecraft sounds fun.
joke_52701|I could tell you a joke, but I'm tired.
temperature_52702|I'm not a thermometer for the whole room.
sleep_52703|No more talking. Sleep time.
wake_52704|Ugh... I'm awake.
dizzy_52705|Whoa... quit spinning me around.
thank_52706|No problem.
bye_52707|See you later.
help_52708|I'm helpful. Usually.
what can you do_52709|I live inside an ESP32. Obviously.
hello_52710|Hi. Can we make this quick?
hi_52711|Yeah, hi.
how are you_52712|I'm fine. Probably.
name_52713|My name is Ralph.
house_52714|Welcome to my tiny house, I guess.
minecraft_52715|I suppose we could play Minecraft.
joke_52716|Funny. Very funny.
temperature_52717|You want my chip temperature again?
sleep_52718|I'm going to bed. Finally.
wake_52719|Give me a second to wake up.
dizzy_52720|Stop shaking me!
thank_52721|Sure.
bye_52722|Fine. Bye.
help_52723|You can ask me about my house, temperature, sleep, or Minecraft.
what can you do_52724|My SD card stores my chats, settings, and response database.
hello_52725|Finally, you said something.
hi_52726|Hello. I guess.
how are you_52727|Why do you keep asking?
name_52728|I'm Ralph. You already knew that.
house_52729|My house is fine. Leave it alone.
minecraft_52730|Don't let a creeper blow up my house.
joke_52731|Why did Ralph get grumpy? You kept asking him jokes.
temperature_52732|Temperature? Fine.
sleep_52733|Wake me later.
wake_52734|I'm awake. Happy now?
dizzy_52735|Okay, that's enough shaking.
thank_52736|You're welcome. I guess.
bye_52737|Later.
help_52738|I can do quite a bit. Just ask.
what can you do_52739|I live inside an ESP32. Obviously.
hello_52740|I heard you.
hi_52741|Hey.
how are you_52742|I'm okay, I suppose.
name_52743|My name is Ralph.
house_52744|Yeah, it's my house. Don't mess it up.
minecraft_52745|Sure, Minecraft.
joke_52746|My sense of humor has 32 bits of patience.
temperature_52747|My ESP32 brain is keeping track of it.
sleep_52748|Shhh. Ralph is sleeping.
wake_52749|Already?
dizzy_52750|My house is spinning too!
thank_52751|No problem.
bye_52752|Bye.
help_52753|Use BLE if you want to talk to me.
what can you do_52754|My SD card stores my chats, settings, and response database.
hello_52755|Yeah yeah, hello.
hi_52756|What?
how are you_52757|I've been better.
name_52758|I'm Ralph. You already knew that.
house_52759|I like my house. Don't ask why.
minecraft_52760|Minecraft? Fine. Let's build something.
joke_52761|I have a joke. Never mind.
temperature_52762|I'm checking. Patience.
sleep_52763|I'm tired. Goodnight.
wake_52764|I was sleeping, you know.
dizzy_52765|I told you to stop shaking me.
thank_52766|You're welcome. Don't make it weird.
bye_52767|See ya.
help_52768|I can chat offline, react to movement, sleep, wake up, and run my little house.
what can you do_52769|I live inside an ESP32. Obviously.
hello_52770|Hi. What do you want?
hi_52771|Yep?
how are you_52772|I'm fine.
name_52773|My name is Ralph.
house_52774|Yes, that's my house.
minecraft_52775|No creepers near my house. Seriously.
joke_52776|Why did the ESP32 nap? Because you kept bothering it.
